$ Get data for 984:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:38:45 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA984           Spruce Springs
WA984       0400  16   -999.00
WA984       0400  17   -999.00
WA984       0400  18   -999.00
WA984       0400  19   -999.00
WA984       0400  20   -999.00
WA984       0400  21   -999.00
WA984       0400  22   -999.00
WA984       0400  23   -999.00
WA984       0400  24   -999.00
WA984       0400  25   -999.00
WA984       0400  26   -999.00
WA984       0400  27   -999.00
WA984       0400  28   -999.00
WA984       0400  29   -999.00
WA984       0400  30   -999.00
WA984       0500   1   -999.00
WA984       0500   2   -999.00
WA984       0500   3   -999.00
WA984       0500   4   -999.00
WA984       0500   5   -999.00
WA984       0500   6   -999.00
WA984       0500   7   -999.00
WA984       0500   8   -999.00
WA984       0500   9   -999.00
WA984       0500  10   -999.00
WA984       0500  11   -999.00
WA984       0500  12   -999.00
WA984       0500  13   -999.00
WA984       0500  14   -999.00
WA984       0500  15   -999.00
WA984       0500  16   -999.00
WA984       0500  17   -999.00
WA984       0500  18   -999.00
WA984       0500  19   -999.00
WA984       0500  20   -999.00
WA984       0500  21   -999.00
WA984       0500  22   -999.00
WA984       0500  23   -999.00
WA984       0500  24   -999.00
WA984       0500  25   -999.00
WA984       0500  26   -999.00
WA984       0500  27   -999.00
WA984       0500  28   -999.00
WA984       0500  29   -999.00
WA984       0500  30   -999.00
WA984       0500  31   -999.00
WA984       0600   1   -999.00
WA984       0600   2   -999.00
WA984       0600   3   -999.00
WA984       0600   4   -999.00
WA984       0600   5   -999.00
WA984       0600   6   -999.00
WA984       0600   7   -999.00
WA984       0600   8   -999.00
WA984       0600   9   -999.00
WA984       0600  10   -999.00
WA984       0600  11   -999.00
WA984       0600  12   -999.00
WA984       0600  13   -999.00
WA984       0600  14   -999.00
WA984       0600  15   -999.00
WA984       0600  16   -999.00
WA984       0600  17   -999.00
WA984       0600  18   -999.00
WA984       0600  19   -999.00
WA984       0600  20   -999.00
WA984       0600  21   -999.00
WA984       0600  22   -999.00
WA984       0600  23   -999.00
WA984       0600  24   -999.00
WA984       0600  25   -999.00
WA984       0600  26   -999.00
WA984       0600  27   -999.00
WA984       0600  28   -999.00
WA984       0600  29   -999.00
WA984       0600  30   -999.00
WA984       0700   1   -999.00
WA984       0700   2   -999.00
WA984       0700   3   -999.00
WA984       0700   4   -999.00
WA984       0700   5   -999.00
WA984       0700   6   -999.00
WA984       0700   7   -999.00
WA984       0700   8   -999.00
WA984       0700   9   -999.00
WA984       0700  10   -999.00
WA984       0700  11   -999.00
WA984       0700  12   -999.00
WA984       0700  13     78.00
WA984       0700  14     73.00
WA984       0700  15     67.00
WA984       0700  16     75.00
WA984       0700  17     79.00
WA984       0700  18     76.00
WA984       0700  19     76.00
WA984       0700  20     80.00
WA984       0700  21   -999.00
WA984       0700  22     82.00
WA984       0700  23     72.00
WA984       0700  24     76.00
WA984       0700  25     78.00
WA984       0700  26     74.00
WA984       0700  27     76.00
WA984       0700  28     83.00
WA984       0700  29     83.00
WA984       0700  30     86.00
WA984       0700  31     88.00
WA984       0800   1     80.00
WA984       0800   2     80.00
WA984       0800   3     83.00
WA984       0800   4     80.00
WA984       0800   5     80.00
WA984       0800   6     81.00
WA984       0800   7     81.00
WA984       0800   8     85.00
WA984       0800   9     87.00
WA984       0800  10     79.00
WA984       0800  11     72.00
WA984       0800  12     77.00
WA984       0800  13     74.00
WA984       0800  14     70.00
WA984       0800  15     72.00
WA984       0800  16     73.00
WA984       0800  17   -999.00
WA984       0800  18     72.00
WA984       0800  19     62.00
WA984       0800  20     62.00
WA984       0800  21     67.00
WA984       0800  22     78.00
WA984       0800  23     84.00
WA984       0800  24     79.00
WA984       0800  25     77.00
WA984       0800  26     68.00
WA984       0800  27     65.00
WA984       0800  28     66.00
WA984       0800  29     70.00
WA984       0800  30     67.00
WA984       0800  31     67.00
WA984       0900   1     49.00
WA984       0900   2     46.00
WA984       0900   3     54.00
WA984       0900   4     51.00
WA984       0900   5     48.00
WA984       0900   6     58.00
WA984       0900   7     64.00
WA984       0900   8     51.00
WA984       0900   9     53.00
WA984       0900  10     47.00
WA984       0900  11     61.00
WA984       0900  12     71.00
WA984       0900  13     75.00
WA984       0900  14     83.00
WA984       0900  15     73.00
WA984       0900  16     68.00
WA984       0900  17     74.00
WA984       0900  18     66.00
WA984       0900  19     62.00
WA984       0900  20     60.00
WA984       0900  21     48.00
WA984       0900  22     41.00
WA984       0900  23     49.00
WA984       0900  24     60.00
WA984       0900  25     65.00
WA984       0900  26     68.00
WA984       0900  27     71.00
WA984       0900  28     71.00
WA984       0900  29     54.00
WA984       0900  30     51.00
WA984       1000   1     52.00
WA984       1000   2     49.00
WA984       1000   3     47.00
WA984       1000   4     49.00
WA984       1000   5     53.00
WA984       1000   6     58.00
WA984       1000   7     65.00
WA984       1000   8     68.00
WA984       1000   9     60.00
WA984       1000  10     46.00
WA984       1000  11     52.00
WA984       1000  12     52.00
WA984       1000  13     44.00
WA984       1000  14     48.00
WA984       1000  15     53.00
WA984       1000  16     58.00
WA984       1000  17     61.00
WA984       1000  18     51.00
WA984       1000  19     54.00
WA984       1000  20     51.00
WA984       1000  21     38.00
WA984       1000  22     44.00
WA984       1000  23     58.00
WA984       1000  24     59.00
WA984       1000  25     56.00
WA984       1000  26     48.00
WA984       1000  27     44.00
WA984       1000  28     41.00
WA984       1000  29     42.00
WA984       1000  30     45.00
WA984       1000  31     39.00
WA984       1100   1     43.00
WA984       1100   2     45.00
WA984       1100   3     48.00
WA984       1100   4     40.00
WA984       1100   5     34.00
WA984       1100   6     41.00
WA984       1100   7     45.00
WA984       1100   8     31.00
WA984       1100   9     36.00
WA984       1100  10     24.00
WA984       1100  11     28.00
WA984       1100  12     23.00
WA984       1100  13     33.00
WA984       1100  14     29.00
WA984       1100  15     34.00
WA984       1100  16     37.00
WA984       1100  17     33.00
WA984       1100  18     44.00
WA984       1100  19     46.00
WA984       1100  20     51.00
WA984       1100  21     48.00
WA984       1100  22     52.00
WA984       1100  23     47.00
WA984       1100  24     38.00
WA984       1100  25     36.00
WA984       1100  26     34.00
WA984       1100  27     34.00
WA984       1100  28     34.00
WA984       1100  29     36.00
WA984       1100  30     38.00
WA984       1200   1     39.00
WA984       1200   2     39.00
WA984       1200   3     42.00
WA984       1200   4     45.00
WA984       1200   5     47.00
WA984       1200   6     48.00
WA984       1200   7     46.00
WA984       1200   8     42.00
WA984       1200   9     31.00
WA984       1200  10     26.00
WA984       1200  11     23.00
WA984       1200  12     29.00
WA984       1200  13     26.00
WA984       1200  14     30.00
WA984       1200  15     27.00
WA984       1200  16     32.00
WA984       1200  17     27.00
WA984       1200  18     35.00
WA984       1200  19     33.00
WA984       1200  20     28.00
WA984       1200  21     39.00
WA984       1200  22     32.00
WA984       1200  23     34.00
WA984       1200  24     30.00
WA984       1200  25     42.00
WA984       1200  26     44.00
WA984       1200  27     37.00
WA984       1200  28     44.00
WA984       1200  29     42.00
WA984       1200  30     37.00
WA984       1200  31     40.00
WA984       0101   1     47.00
WA984       0101   2     44.00
WA984       0101   3     44.00
WA984       0101   4     47.00
WA984       0101   5     42.00
WA984       0101   6     45.00
WA984       0101   7     46.00
WA984       0101   8     41.00
WA984       0101   9     38.00
WA984       0101  10     37.00
WA984       0101  11     35.00
WA984       0101  12     29.00
WA984       0101  13     34.00
WA984       0101  14     26.00
WA984       0101  15     31.00
WA984       0101  16     38.00
WA984       0101  17     41.00
WA984       0101  18     34.00
WA984       0101  19     34.00
WA984       0101  20     39.00
WA984       0101  21     31.00
WA984       0101  22     40.00
WA984       0101  23     44.00
WA984       0101  24     39.00
WA984       0101  25     34.00
WA984       0101  26     43.00
WA984       0101  27     43.00
WA984       0101  28     51.00
WA984       0101  29     33.00
WA984       0101  30     30.00
WA984       0101  31     38.00
WA984       0201   1     39.00
WA984       0201   2     32.00
WA984       0201   3     31.00
WA984       0201   4     37.00
WA984       0201   5     32.00
WA984       0201   6     26.00
WA984       0201   7     30.00
WA984       0201   8     25.00
WA984       0201   9     21.00
WA984       0201  10     30.00
WA984       0201  11     36.00
WA984       0201  12     38.00
WA984       0201  13     35.00
WA984       0201  14     40.00
WA984       0201  15     31.00
WA984       0201  16     34.00
WA984       0201  17     42.00
WA984       0201  18     39.00
WA984       0201  19     46.00
WA984       0201  20     42.00
WA984       0201  21     40.00
WA984       0201  22     39.00
WA984       0201  23     35.00
WA984       0201  24     38.00
WA984       0201  25     41.00
WA984       0201  26     43.00
WA984       0201  27     41.00
WA984       0201  28     48.00
WA984       0301   1     43.00
WA984       0301   2     39.00
WA984       0301   3     33.00
WA984       0301   4     43.00
WA984       0301   5     47.00
WA984       0301   6     53.00
WA984       0301   7     59.00
WA984       0301   8     43.00
WA984       0301   9     42.00
WA984       0301  10     39.00
WA984       0301  11     44.00
WA984       0301  12     48.00
WA984       0301  13     47.00
WA984       0301  14     41.00
WA984       0301  15     39.00
WA984       0301  16     40.00
WA984       0301  17     39.00
WA984       0301  18     39.00
WA984       0301  19     40.00
WA984       0301  20     49.00
WA984       0301  21     54.00
WA984       0301  22     58.00
WA984       0301  23     60.00
WA984       0301  24     56.00
WA984       0301  25     46.00
WA984       0301  26     40.00
WA984       0301  27     36.00
WA984       0301  28     37.00
WA984       0301  29     45.00
WA984       0301  30     44.00
WA984       0301  31     36.00
WA984       0401   1     42.00
WA984       0401   2     32.00
WA984       0401   3     34.00
WA984       0401   4     45.00
WA984       0401   5     44.00
WA984       0401   6     38.00
WA984       0401   7     30.00
WA984       0401   8     38.00
WA984       0401   9     46.00
WA984       0401  10     40.00
WA984       0401  11     39.00
WA984       0401  12     41.00
WA984       0401  13     38.00
WA984       0401  14     45.00
WA984       0401  15     51.00
WA984       0401  16     56.00
WA984       0401  17     51.00
WA984       0401  18     37.00
WA984       0401  19     48.00
WA984       0401  20     45.00
WA984       0401  21     50.00
WA984       0401  22     48.00
WA984       0401  23     46.00
WA984       0401  24     61.00
WA984       0401  25     66.00
WA984       0401  26     67.00
WA984       0401  27     65.00
WA984       0401  28     40.00
WA984       0401  29     38.00
WA984       0401  30     40.00
WA984       0501   1     38.00
WA984       0501   2     45.00
WA984       0501   3     54.00
WA984       0501   4     60.00
WA984       0501   5     41.00
WA984       0501   6     49.00
WA984       0501   7     62.00
WA984       0501   8     60.00
WA984       0501   9     56.00
WA984       0501  10     57.00
WA984       0501  11     70.00
WA984       0501  12     70.00
WA984       0501  13     61.00
WA984       0501  14     50.00
WA984       0501  15     47.00
WA984       0501  16     42.00
WA984       0501  17     51.00
WA984       0501  18     53.00
WA984       0501  19     54.00
WA984       0501  20     51.00
WA984       0501  21     64.00
WA984       0501  22     74.00
WA984       0501  23     78.00
WA984       0501  24     75.00
WA984       0501  25     71.00
WA984       0501  26     75.00
WA984       0501  27     70.00
WA984       0501  28     57.00
WA984       0501  29     53.00
WA984       0501  30     61.00
WA984       0501  31     69.00
WA984       0601   1     73.00
WA984       0601   2     52.00
WA984       0601   3     46.00
WA984       0601   4     52.00
WA984       0601   5     43.00
WA984       0601   6     52.00
WA984       0601   7     58.00
WA984       0601   8     67.00
WA984       0601   9     58.00
WA984       0601  10     49.00
WA984       0601  11     51.00
WA984       0601  12     42.00
WA984       0601  13     54.00
WA984       0601  14     55.00
WA984       0601  15     59.00
WA984       0601  16     65.00
WA984       0601  17     56.00
WA984       0601  18     57.00
WA984       0601  19     64.00
WA984       0601  20     72.00
WA984       0601  21     77.00
WA984       0601  22     76.00
WA984       0601  23     69.00
WA984       0601  24     52.00
WA984       0601  25     58.00
WA984       0601  26     62.00
WA984       0601  27     60.00
WA984       0601  28     56.00
WA984       0601  29     66.00
WA984       0601  30     73.00
WA984       0701   1     70.00
WA984       0701   2     76.00
WA984       0701   3     80.00
WA984       0701   4     86.00
WA984       0701   5     70.00
WA984       0701   6     71.00
WA984       0701   7     76.00
WA984       0701   8     79.00
WA984       0701   9     82.00
WA984       0701  10     82.00
WA984       0701  11     74.00
WA984       0701  12     76.00
WA984       0701  13     73.00
WA984       0701  14     75.00
WA984       0701  15     69.00
WA984       0701  16     57.00
WA984       0701  17     54.00
WA984       0701  18     60.00
WA984       0701  19     66.00
WA984       0701  20     67.00
WA984       0701  21     60.00
WA984       0701  22     67.00
WA984       0701  23     71.00
WA984       0701  24     74.00
WA984       0701  25     71.00
WA984       0701  26     73.00
WA984       0701  27     79.00
WA984       0701  28     56.00
WA984       0701  29     55.00
WA984       0701  30     48.00
WA984       0701  31     61.00
WA984       0801   1     71.00
WA984       0801   2     77.00
WA984       0801   3     78.00
WA984       0801   4     62.00
WA984       0801   5     74.00
WA984       0801   6     82.00
WA984       0801   7     80.00
WA984       0801   8     78.00
WA984       0801   9     81.00
WA984       0801  10     85.00
WA984       0801  11     83.00
WA984       0801  12     89.00
WA984       0801  13     82.00
WA984       0801  14     83.00
WA984       0801  15     85.00
WA984       0801  16     85.00
WA984       0801  17     84.00
WA984       0801  18     75.00
WA984       0801  19     68.00
WA984       0801  20     72.00
WA984       0801  21     72.00
WA984       0801  22     72.00
WA984       0801  23     62.00
WA984       0801  24     64.00
WA984       0801  25     74.00
WA984       0801  26     82.00
WA984       0801  27     79.00
WA984       0801  28     74.00
WA984       0801  29     75.00
WA984       0801  30     80.00
WA984       0801  31     77.00
WA984       0901   1     70.00
WA984       0901   2     75.00
WA984       0901   3     74.00
WA984       0901   4     76.00
WA984       0901   5     58.00
WA984       0901   6     62.00
WA984       0901   7     57.00
WA984       0901   8     68.00
WA984       0901   9     76.00
WA984       0901  10     78.00
WA984       0901  11     77.00
WA984       0901  12     79.00
WA984       0901  13     74.00
WA984       0901  14     76.00
WA984       0901  15     76.00
WA984       0901  16     73.00
WA984       0901  17     74.00
WA984       0901  18     71.00
WA984       0901  19     64.00
WA984       0901  20     71.00
WA984       0901  21     67.00
WA984       0901  22     75.00
WA984       0901  23     79.00
WA984       0901  24     79.00
WA984       0901  25     72.00
WA984       0901  26     59.00
WA984       0901  27     61.00
WA984       0901  28     53.00
WA984       0901  29     65.00
WA984       0901  30     73.00
WA984       1001   1     76.00
WA984       1001   2     67.00
WA984       1001   3     65.00
WA984       1001   4     59.00
WA984       1001   5     62.00
WA984       1001   6     64.00
WA984       1001   7     52.00
WA984       1001   8   -999.00
WA984       1001   9     45.00
WA984       1001  10     46.00
WA984       1001  11     38.00
WA984       1001  12     43.00
WA984       1001  13     49.00
WA984       1001  14     44.00
WA984       1001  15     52.00
WA984       1001  16     62.00
WA984       1001  17     45.00
WA984       1001  18     48.00
WA984       1001  19     45.00
WA984       1001  20     53.00
WA984       1001  21     49.00
WA984       1001  22     42.00
WA984       1001  23     33.00
WA984       1001  24     39.00
WA984       1001  25     40.00
WA984       1001  26     55.00
WA984       1001  27     53.00
WA984       1001  28     41.00
WA984       1001  29     46.00
WA984       1001  30     43.00
WA984       1001  31     38.00
WA984       1101   1     38.00
WA984       1101   2     46.00
WA984       1101   3     54.00
WA984       1101   4     58.00
WA984       1101   5     47.00
WA984       1101   6     38.00
WA984       1101   7     42.00
WA984       1101   8     49.00
WA984       1101   9     53.00
WA984       1101  10     53.00
WA984       1101  11     55.00
WA984       1101  12     53.00
WA984       1101  13     47.00
WA984       1101  14     44.00
WA984       1101  15     50.00
WA984       1101  16     44.00
WA984       1101  17     38.00
WA984       1101  18     46.00
WA984       1101  19     46.00
WA984       1101  20     45.00
WA984       1101  21     37.00
WA984       1101  22     34.00
WA984       1101  23     34.00
WA984       1101  24     28.00
WA984       1101  25     28.00
WA984       1101  26     35.00
WA984       1101  27     32.00
WA984       1101  28     28.00
WA984       1101  29     29.00
WA984       1101  30     28.00
WA984       1201   1     30.00
WA984       1201   2     32.00
WA984       1201   3     29.00
WA984       1201   4     27.00
WA984       1201   5     29.00
WA984       1201   6     30.00
WA984       1201   7     37.00
WA984       1201   8     36.00
WA984       1201   9     28.00
WA984       1201  10     23.00
WA984       1201  11     26.00
WA984       1201  12     29.00
WA984       1201  13     33.00
WA984       1201  14     32.00
WA984       1201  15     30.00
WA984       1201  16     33.00
WA984       1201  17     31.00
WA984       1201  18     27.00
WA984       1201  19     35.00
WA984       1201  20     43.00
WA984       1201  21     32.00
WA984       1201  22     39.00
WA984       1201  23     40.00
WA984       1201  24     43.00
WA984       1201  25     49.00
WA984       1201  26     38.00
WA984       1201  27     40.00
WA984       1201  28     39.00
WA984       1201  29     44.00
WA984       1201  30     37.00
WA984       1201  31     35.00
WA984       0102   1     36.00
WA984       0102   2     38.00
WA984       0102   3     33.00
WA984       0102   4     33.00
WA984       0102   5     33.00
WA984       0102   6     37.00
WA984       0102   7     43.00
WA984       0102   8     42.00
WA984       0102   9     43.00
WA984       0102  10     38.00
WA984       0102  11     46.00
WA984       0102  12     38.00
WA984       0102  13     36.00
WA984       0102  14     36.00
WA984       0102  15     29.00
WA984       0102  16     28.00
WA984       0102  17     23.00
WA984       0102  18     29.00
WA984       0102  19     28.00
WA984       0102  20     30.00
WA984       0102  21     30.00
WA984       0102  22     23.00
WA984       0102  23     29.00
WA984       0102  24     29.00
WA984       0102  25     32.00
WA984       0102  26     28.00
WA984       0102  27     28.00
WA984       0102  28     32.00
WA984       0102  29     19.00
WA984       0102  30     25.00
WA984       0102  31     28.00
WA984       0202   1     26.00
WA984       0202   2     35.00
WA984       0202   3     29.00
WA984       0202   4     37.00
WA984       0202   5     39.00
WA984       0202   6     37.00
WA984       0202   7     33.00
WA984       0202   8     31.00
WA984       0202   9     33.00
WA984       0202  10     38.00
WA984       0202  11     35.00
WA984       0202  12     43.00
WA984       0202  13     40.00
WA984       0202  14     40.00
WA984       0202  15     48.00
WA984       0202  16     46.00
WA984       0202  17     49.00
WA984       0202  18     44.00
WA984       0202  19     33.00
WA984       0202  20     42.00
WA984       0202  21     37.00
WA984       0202  22     44.00
WA984       0202  23     43.00
WA984       0202  24     30.00
WA984       0202  25     31.00
WA984       0202  26     33.00
WA984       0202  27     35.00
WA984       0202  28     34.00
WA984       0302   1     34.00
WA984       0302   2     34.00
WA984       0302   3     46.00
WA984       0302   4     42.00
WA984       0302   5     33.00
WA984       0302   6     34.00
WA984       0302   7     32.00
WA984       0302   8     26.00
WA984       0302   9     32.00
WA984       0302  10     41.00
WA984       0302  11     35.00
WA984       0302  12     33.00
WA984       0302  13     33.00
WA984       0302  14     36.00
WA984       0302  15     36.00
WA984       0302  16     31.00
WA984       0302  17     28.00
WA984       0302  18     26.00
WA984       0302  19     33.00
WA984       0302  20     42.00
WA984       0302  21     52.00
WA984       0302  22     59.00
WA984       0302  23     48.00
WA984       0302  24     35.00
WA984       0302  25     43.00
WA984       0302  26     44.00
WA984       0302  27     39.00
WA984       0302  28     38.00
WA984       0302  29     45.00
WA984       0302  30     51.00
WA984       0302  31     55.00
WA984       0402   1     41.00
WA984       0402   2     44.00
WA984       0402   3     53.00
WA984       0402   4     59.00
WA984       0402   5     55.00
WA984       0402   6     42.00
WA984       0402   7     43.00
WA984       0402   8     52.00
WA984       0402   9     44.00
WA984       0402  10     43.00
WA984       0402  11     51.00
WA984       0402  12     46.00
WA984       0402  13     52.00
WA984       0402  14     45.00
WA984       0402  15     42.00
WA984       0402  16     35.00
WA984       0402  17     39.00
WA984       0402  18     45.00
WA984       0402  19     49.00
WA984       0402  20     49.00
WA984       0402  21     52.00
WA984       0402  22     51.00
WA984       0402  23     38.00
WA984       0402  24     49.00
WA984       0402  25     54.00
WA984       0402  26     44.00
WA984       0402  27     41.00
WA984       0402  28     51.00
WA984       0402  29     56.00
WA984       0402  30     54.00
WA984       0502   1     55.00
WA984       0502   2     54.00
WA984       0502   3     47.00
WA984       0502   4     46.00
WA984       0502   5     37.00
WA984       0502   6     40.00
WA984       0502   7     30.00
WA984       0502   8     46.00
WA984       0502   9     45.00
WA984       0502  10     50.00
WA984       0502  11     54.00
WA984       0502  12     63.00
WA984       0502  13     64.00
WA984       0502  14     49.00
WA984       0502  15     46.00
WA984       0502  16     57.00
WA984       0502  17     54.00
WA984       0502  18     60.00
WA984       0502  19     65.00
WA984       0502  20     41.00
WA984       0502  21     41.00
WA984       0502  22     40.00
WA984       0502  23     45.00
WA984       0502  24     56.00
WA984       0502  25     58.00
WA984       0502  26     58.00
WA984       0502  27     60.00
WA984       0502  28     62.00
WA984       0502  29     61.00
WA984       0502  30     59.00
WA984       0502  31     62.00
WA984       0602   1     52.00
WA984       0602   2     61.00
WA984       0602   3     60.00
WA984       0602   4     63.00
WA984       0602   5     59.00
WA984       0602   6     54.00
WA984       0602   7     47.00
WA984       0602   8     35.00
WA984       0602   9     38.00
WA984       0602  10     48.00
WA984       0602  11     58.00
WA984       0602  12     64.00
WA984       0602  13     71.00
WA984       0602  14     74.00
WA984       0602  15     74.00
WA984       0602  16     73.00
WA984       0602  17     59.00
WA984       0602  18     47.00
WA984       0602  19     57.00
WA984       0602  20     66.00
WA984       0602  21     69.00
WA984       0602  22     72.00
WA984       0602  23     65.00
WA984       0602  24     71.00
WA984       0602  25     75.00
WA984       0602  26     83.00
WA984       0602  27     78.00
WA984       0602  28     67.00
WA984       0602  29     57.00
WA984       0602  30     61.00
WA984       0702   1     63.00
WA984       0702   2     68.00
WA984       0702   3     68.00
WA984       0702   4     60.00
WA984       0702   5     65.00
WA984       0702   6     75.00
WA984       0702   7     76.00
WA984       0702   8     62.00
WA984       0702   9     74.00
WA984       0702  10     88.00
WA984       0702  11     89.00
WA984       0702  12     90.00
WA984       0702  13     92.00
WA984       0702  14     78.00
WA984       0702  15     80.00
WA984       0702  16     81.00
WA984       0702  17     82.00
WA984       0702  18     79.00
WA984       0702  19     71.00
WA984       0702  20     74.00
WA984       0702  21     76.00
WA984       0702  22     81.00
WA984       0702  23     82.00
WA984       0702  24     82.00
WA984       0702  25     77.00
WA984       0702  26     72.00
WA984       0702  27     70.00
WA984       0702  28     73.00
WA984       0702  29     75.00
WA984       0702  30     73.00
WA984       0702  31     66.00
WA984       0802   1     76.00
WA984       0802   2     67.00
WA984       0802   3     74.00
WA984       0802   4     60.00
WA984       0802   5     56.00
WA984       0802   6     52.00
WA984       0802   7     58.00
WA984       0802   8     65.00
WA984       0802   9     74.00
WA984       0802  10     76.00
WA984       0802  11     72.00
WA984       0802  12     74.00
WA984       0802  13     81.00
WA984       0802  14     79.00
WA984       0802  15     78.00
WA984       0802  16     68.00
WA984       0802  17     74.00
WA984       0802  18     69.00
WA984       0802  19     72.00
WA984       0802  20     62.00
WA984       0802  21     50.00
WA984       0802  22     61.00
WA984       0802  23     66.00
WA984       0802  24     70.00
WA984       0802  25     69.00
WA984       0802  26     65.00
WA984       0802  27     69.00
WA984       0802  28     74.00
WA984       0802  29     71.00
WA984       0802  30     69.00
WA984       0802  31     72.00
WA984       0902   1     65.00
WA984       0902   2     75.00
WA984       0902   3     68.00
WA984       0902   4     64.00
WA984       0902   5     61.00
WA984       0902   6     58.00
WA984       0902   7     52.00
WA984       0902   8     58.00
WA984       0902   9     68.00
WA984       0902  10     75.00
WA984       0902  11     79.00
WA984       0902  12     80.00
WA984       0902  13     78.00
WA984       0902  14     81.00
WA984       0902  15     73.00
WA984       0902  16     61.00
WA984       0902  17     49.00
WA984       0902  18     61.00
WA984       0902  19     70.00
WA984       0902  20     57.00
WA984       0902  21     60.00
WA984       0902  22     70.00
WA984       0902  23     74.00
WA984       0902  24     68.00
WA984       0902  25     65.00
WA984       0902  26     62.00
WA984       0902  27     52.00
WA984       0902  28     62.00
WA984       0902  29     49.00
WA984       0902  30     44.00
WA984       1002   1     43.00
WA984       1002   2     51.00
WA984       1002   3     45.00
WA984       1002   4     50.00
WA984       1002   5     51.00
WA984       1002   6     63.00
WA984       1002   7     59.00
WA984       1002   8     60.00
WA984       1002   9     60.00
WA984       1002  10     45.00
WA984       1002  11     43.00
WA984       1002  12     53.00
WA984       1002  13     61.00
WA984       1002  14     59.00
WA984       1002  15     61.00
WA984       1002  16     62.00
WA984       1002  17     67.00
WA984       1002  18     64.00
WA984       1002  19     61.00
WA984       1002  20     48.00
WA984       1002  21     55.00
WA984       1002  22     54.00
WA984       1002  23     47.00
WA984       1002  24     49.00
WA984       1002  25     52.00
WA984       1002  26     51.00
WA984       1002  27     42.00
WA984       1002  28     40.00
WA984       1002  29     32.00
WA984       1002  30     26.00
WA984       1002  31     35.00
WA984       1102   1     42.00
