$ Get data for 990:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:42:56 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA990           Beaver Pass
WA990       0202  23   -999.00
WA990       0202  24   -999.00
WA990       0202  25   -999.00
WA990       0202  26     34.00
WA990       0202  27     33.00
WA990       0202  28     33.00
WA990       0302   1     35.00
WA990       0302   2     41.00
WA990       0302   3     40.00
WA990       0302   4     40.00
WA990       0302   5     33.00
WA990       0302   6     18.00
WA990       0302   7     21.00
WA990       0302   8     24.00
WA990       0302   9     34.00
WA990       0302  10     35.00
WA990       0302  11     35.00
WA990       0302  12     34.00
WA990       0302  13     38.00
WA990       0302  14     37.00
WA990       0302  15     35.00
WA990       0302  16     28.00
WA990       0302  17     34.00
WA990       0302  18     28.00
WA990       0302  19     33.00
WA990       0302  20     24.00
WA990       0302  21     38.00
WA990       0302  22     43.00
WA990       0302  23     42.00
WA990       0302  24     42.00
WA990       0302  25     49.00
WA990       0302  26     38.00
WA990       0302  27     35.00
WA990       0302  28     40.00
WA990       0302  29     38.00
WA990       0302  30     44.00
WA990       0302  31     41.00
WA990       0402   1     40.00
WA990       0402   2     43.00
WA990       0402   3     49.00
WA990       0402   4     50.00
WA990       0402   5     52.00
WA990       0402   6     40.00
WA990       0402   7     39.00
WA990       0402   8     48.00
WA990       0402   9     40.00
WA990       0402  10     43.00
WA990       0402  11     42.00
WA990       0402  12     45.00
WA990       0402  13     41.00
WA990       0402  14     38.00
WA990       0402  15     38.00
WA990       0402  16     46.00
WA990       0402  17     45.00
WA990       0402  18     50.00
WA990       0402  19     51.00
WA990       0402  20     51.00
WA990       0402  21     47.00
WA990       0402  22     41.00
WA990       0402  23     39.00
WA990       0402  24     46.00
WA990       0402  25     50.00
WA990       0402  26     46.00
WA990       0402  27     52.00
WA990       0402  28     54.00
WA990       0402  29     57.00
WA990       0402  30     60.00
WA990       0502   1     59.00
WA990       0502   2     47.00
WA990       0502   3     42.00
WA990       0502   4     42.00
WA990       0502   5     40.00
WA990       0502   6     42.00
WA990       0502   7     44.00
WA990       0502   8     49.00
WA990       0502   9     48.00
WA990       0502  10     53.00
WA990       0502  11     55.00
WA990       0502  12     59.00
WA990       0502  13     52.00
WA990       0502  14     46.00
WA990       0502  15     53.00
WA990       0502  16     57.00
WA990       0502  17     48.00
WA990       0502  18     49.00
WA990       0502  19     49.00
WA990       0502  20     51.00
WA990       0502  21     43.00
WA990       0502  22     43.00
WA990       0502  23     51.00
WA990       0502  24     56.00
WA990       0502  25     48.00
WA990       0502  26     49.00
WA990       0502  27     52.00
WA990       0502  28     53.00
WA990       0502  29     46.00
WA990       0502  30     55.00
WA990       0502  31     54.00
WA990       0602   1     59.00
WA990       0602   2     61.00
WA990       0602   3     61.00
WA990       0602   4     51.00
WA990       0602   5     52.00
WA990       0602   6     44.00
WA990       0602   7     42.00
WA990       0602   8     48.00
WA990       0602   9     60.00
WA990       0602  10     66.00
WA990       0602  11     66.00
WA990       0602  12     68.00
WA990       0602  13     74.00
WA990       0602  14     75.00
WA990       0602  15     72.00
WA990       0602  16     59.00
WA990       0602  17     55.00
WA990       0602  18     46.00
WA990       0602  19     58.00
WA990       0602  20     70.00
WA990       0602  21     74.00
WA990       0602  22     72.00
WA990       0602  23     65.00
WA990       0602  24     69.00
WA990       0602  25     77.00
WA990       0602  26     78.00
WA990       0602  27     63.00
WA990       0602  28     51.00
WA990       0602  29     50.00
WA990       0602  30     52.00
WA990       0702   1     56.00
WA990       0702   2     63.00
WA990       0702   3     60.00
WA990       0702   4     49.00
WA990       0702   5     64.00
WA990       0702   6     70.00
WA990       0702   7     66.00
WA990       0702   8     57.00
WA990       0702   9     75.00
WA990       0702  10     87.00
WA990       0702  11     84.00
WA990       0702  12     85.00
WA990       0702  13     78.00
WA990       0702  14     69.00
WA990       0702  15     76.00
WA990       0702  16     79.00
WA990       0702  17     74.00
WA990       0702  18     74.00
WA990       0702  19     67.00
WA990       0702  20     74.00
WA990       0702  21     78.00
WA990       0702  22     83.00
WA990       0702  23     84.00
WA990       0702  24     83.00
WA990       0702  25     77.00
WA990       0702  26     69.00
WA990       0702  27     69.00
WA990       0702  28     66.00
WA990       0702  29     62.00
WA990       0702  30     62.00
WA990       0702  31     61.00
WA990       0802   1     67.00
WA990       0802   2     54.00
WA990       0802   3     64.00
WA990       0802   4     54.00
WA990       0802   5     58.00
WA990       0802   6     56.00
WA990       0802   7     64.00
WA990       0802   8     70.00
WA990       0802   9     69.00
WA990       0802  10     67.00
WA990       0802  11     72.00
WA990       0802  12     78.00
WA990       0802  13     84.00
WA990       0802  14     79.00
WA990       0802  15     75.00
WA990       0802  16     72.00
WA990       0802  17     68.00
WA990       0802  18     71.00
WA990       0802  19     67.00
WA990       0802  20     63.00
WA990       0802  21     70.00
WA990       0802  22     76.00
WA990       0802  23     80.00
WA990       0802  24     80.00
WA990       0802  25     69.00
WA990       0802  26     67.00
WA990       0802  27     78.00
WA990       0802  28     82.00
WA990       0802  29     75.00
WA990       0802  30     71.00
WA990       0802  31     70.00
WA990       0902   1     58.00
WA990       0902   2     55.00
WA990       0902   3     52.00
WA990       0902   4     58.00
WA990       0902   5     59.00
WA990       0902   6     59.00
WA990       0902   7     50.00
WA990       0902   8     52.00
WA990       0902   9     63.00
WA990       0902  10     70.00
WA990       0902  11     70.00
WA990       0902  12     73.00
WA990       0902  13     71.00
WA990       0902  14     76.00
WA990       0902  15     67.00
WA990       0902  16     52.00
WA990       0902  17     56.00
WA990       0902  18     51.00
WA990       0902  19     53.00
WA990       0902  20     55.00
WA990       0902  21     57.00
WA990       0902  22     66.00
WA990       0902  23     70.00
WA990       0902  24     63.00
WA990       0902  25     62.00
WA990       0902  26     54.00
WA990       0902  27     59.00
WA990       0902  28     60.00
