$ Get data for 985:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:37:23 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA985           Sourdough Gulch
WA985       0400  11   -999.00
WA985       0400  12   -999.00
WA985       0400  13   -999.00
WA985       0400  14   -999.00
WA985       0400  15   -999.00
WA985       0400  16   -999.00
WA985       0400  17   -999.00
WA985       0400  18   -999.00
WA985       0400  19   -999.00
WA985       0400  20   -999.00
WA985       0400  21   -999.00
WA985       0400  22   -999.00
WA985       0400  23   -999.00
WA985       0400  24   -999.00
WA985       0400  25   -999.00
WA985       0400  26   -999.00
WA985       0400  27   -999.00
WA985       0400  28   -999.00
WA985       0400  29   -999.00
WA985       0400  30   -999.00
WA985       0500   1   -999.00
WA985       0500   2   -999.00
WA985       0500   3   -999.00
WA985       0500   4   -999.00
WA985       0500   5   -999.00
WA985       0500   6   -999.00
WA985       0500   7   -999.00
WA985       0500   8   -999.00
WA985       0500   9   -999.00
WA985       0500  10   -999.00
WA985       0500  11   -999.00
WA985       0500  12   -999.00
WA985       0500  13   -999.00
WA985       0500  14   -999.00
WA985       0500  15   -999.00
WA985       0500  16   -999.00
WA985       0500  17   -999.00
WA985       0500  18   -999.00
WA985       0500  19   -999.00
WA985       0500  20   -999.00
WA985       0500  21   -999.00
WA985       0500  22   -999.00
WA985       0500  23   -999.00
WA985       0500  24   -999.00
WA985       0500  25   -999.00
WA985       0500  26   -999.00
WA985       0500  27   -999.00
WA985       0500  28   -999.00
WA985       0500  29   -999.00
WA985       0500  30   -999.00
WA985       0500  31   -999.00
WA985       0600   1   -999.00
WA985       0600   2   -999.00
WA985       0600   3   -999.00
WA985       0600   4   -999.00
WA985       0600   5   -999.00
WA985       0600   6   -999.00
WA985       0600   7   -999.00
WA985       0600   8   -999.00
WA985       0600   9   -999.00
WA985       0600  10   -999.00
WA985       0600  11   -999.00
WA985       0600  12   -999.00
WA985       0600  13   -999.00
WA985       0600  14   -999.00
WA985       0600  15   -999.00
WA985       0600  16   -999.00
WA985       0600  17   -999.00
WA985       0600  18   -999.00
WA985       0600  19   -999.00
WA985       0600  20   -999.00
WA985       0600  21   -999.00
WA985       0600  22   -999.00
WA985       0600  23   -999.00
WA985       0600  24   -999.00
WA985       0600  25   -999.00
WA985       0600  26   -999.00
WA985       0600  27   -999.00
WA985       0600  28   -999.00
WA985       0600  29   -999.00
WA985       0600  30   -999.00
WA985       0700   1   -999.00
WA985       0700   2   -999.00
WA985       0700   3   -999.00
WA985       0700   4   -999.00
WA985       0700   5   -999.00
WA985       0700   6   -999.00
WA985       0700   7   -999.00
WA985       0700   8   -999.00
WA985       0700   9   -999.00
WA985       0700  10   -999.00
WA985       0700  11   -999.00
WA985       0700  12   -999.00
WA985       0700  13     80.00
WA985       0700  14     73.00
WA985       0700  15     70.00
WA985       0700  16     77.00
WA985       0700  17     80.00
WA985       0700  18     81.00
WA985       0700  19     81.00
WA985       0700  20     83.00
WA985       0700  21   -999.00
WA985       0700  22     85.00
WA985       0700  23     73.00
WA985       0700  24     78.00
WA985       0700  25     79.00
WA985       0700  26     74.00
WA985       0700  27     77.00
WA985       0700  28     85.00
WA985       0700  29     84.00
WA985       0700  30     89.00
WA985       0700  31     88.00
WA985       0800   1     82.00
WA985       0800   2     82.00
WA985       0800   3     85.00
WA985       0800   4     85.00
WA985       0800   5     83.00
WA985       0800   6     83.00
WA985       0800   7     84.00
WA985       0800   8     86.00
WA985       0800   9     89.00
WA985       0800  10     80.00
WA985       0800  11     73.00
WA985       0800  12     74.00
WA985       0800  13     75.00
WA985       0800  14     71.00
WA985       0800  15     75.00
WA985       0800  16     75.00
WA985       0800  17     76.00
WA985       0800  18     74.00
WA985       0800  19     65.00
WA985       0800  20     65.00
WA985       0800  21     70.00
WA985       0800  22     78.00
WA985       0800  23     86.00
WA985       0800  24     82.00
WA985       0800  25     78.00
WA985       0800  26     73.00
WA985       0800  27     66.00
WA985       0800  28     68.00
WA985       0800  29     75.00
WA985       0800  30     68.00
WA985       0800  31     69.00
WA985       0900   1     53.00
WA985       0900   2     51.00
WA985       0900   3     54.00
WA985       0900   4     56.00
WA985       0900   5     54.00
WA985       0900   6     62.00
WA985       0900   7     69.00
WA985       0900   8     60.00
WA985       0900   9     61.00
WA985       0900  10     56.00
WA985       0900  11     63.00
WA985       0900  12     74.00
WA985       0900  13     74.00
WA985       0900  14     85.00
WA985       0900  15     73.00
WA985       0900  16     70.00
WA985       0900  17     73.00
WA985       0900  18     72.00
WA985       0900  19     65.00
WA985       0900  20     66.00
WA985       0900  21     51.00
WA985       0900  22   -999.00
WA985       0900  23     51.00
WA985       0900  24     60.00
WA985       0900  25     64.00
WA985       0900  26     69.00
WA985       0900  27     71.00
WA985       0900  28     69.00
WA985       0900  29     63.00
WA985       0900  30     61.00
WA985       1000   1     62.00
WA985       1000   2     51.00
WA985       1000   3     52.00
WA985       1000   4     53.00
WA985       1000   5     53.00
WA985       1000   6     59.00
WA985       1000   7     65.00
WA985       1000   8     64.00
WA985       1000   9     70.00
WA985       1000  10     51.00
WA985       1000  11     50.00
WA985       1000  12     55.00
WA985       1000  13     54.00
WA985       1000  14     57.00
WA985       1000  15     57.00
WA985       1000  16     59.00
WA985       1000  17     66.00
WA985       1000  18     56.00
WA985       1000  19   -999.00
WA985       1000  20     62.00
WA985       1000  21     44.00
WA985       1000  22     45.00
WA985       1000  23     55.00
WA985       1000  24     56.00
WA985       1000  25     57.00
WA985       1000  26     48.00
WA985       1000  27     53.00
WA985       1000  28     48.00
WA985       1000  29     48.00
WA985       1000  30     46.00
WA985       1000  31     46.00
WA985       1100   1     44.00
WA985       1100   2     48.00
WA985       1100   3     47.00
WA985       1100   4     48.00
WA985       1100   5     42.00
WA985       1100   6     43.00
WA985       1100   7     42.00
WA985       1100   8     38.00
WA985       1100   9     40.00
WA985       1100  10     24.00
WA985       1100  11     32.00
WA985       1100  12     27.00
WA985       1100  13     36.00
WA985       1100  14     32.00
WA985       1100  15     31.00
WA985       1100  16     33.00
WA985       1100  17     28.00
WA985       1100  18     33.00
WA985       1100  19     41.00
WA985       1100  20     44.00
WA985       1100  21     47.00
WA985       1100  22     40.00
WA985       1100  23     43.00
WA985       1100  24     41.00
WA985       1100  25     43.00
WA985       1100  26     41.00
WA985       1100  27     39.00
WA985       1100  28     38.00
WA985       1100  29     44.00
WA985       1100  30     45.00
WA985       1200   1     47.00
WA985       1200   2     46.00
WA985       1200   3     42.00
WA985       1200   4     36.00
WA985       1200   5     32.00
WA985       1200   6     44.00
WA985       1200   7     29.00
WA985       1200   8     31.00
WA985       1200   9     34.00
WA985       1200  10     33.00
WA985       1200  11     28.00
WA985       1200  12     23.00
WA985       1200  13     32.00
WA985       1200  14     37.00
WA985       1200  15     36.00
WA985       1200  16     41.00
WA985       1200  17     35.00
WA985       1200  18     42.00
WA985       1200  19     42.00
WA985       1200  20     33.00
WA985       1200  21     43.00
WA985       1200  22     42.00
WA985       1200  23     41.00
WA985       1200  24     39.00
WA985       1200  25     45.00
WA985       1200  26     51.00
WA985       1200  27     47.00
WA985       1200  28     46.00
WA985       1200  29     49.00
WA985       1200  30     39.00
WA985       1200  31     42.00
WA985       0101   1     45.00
WA985       0101   2     49.00
WA985       0101   3     52.00
WA985       0101   4     54.00
WA985       0101   5     51.00
WA985       0101   6     44.00
WA985       0101   7     49.00
WA985       0101   8     47.00
WA985       0101   9     44.00
WA985       0101  10     45.00
WA985       0101  11     39.00
WA985       0101  12     34.00
WA985       0101  13     44.00
WA985       0101  14     36.00
WA985       0101  15     40.00
WA985       0101  16     30.00
WA985       0101  17     38.00
WA985       0101  18     37.00
WA985       0101  19     41.00
WA985       0101  20     48.00
WA985       0101  21     41.00
WA985       0101  22     45.00
WA985       0101  23     44.00
WA985       0101  24     46.00
WA985       0101  25     41.00
WA985       0101  26     46.00
WA985       0101  27     45.00
WA985       0101  28     36.00
WA985       0101  29     38.00
WA985       0101  30     39.00
WA985       0101  31     44.00
WA985       0201   1     47.00
WA985       0201   2     43.00
WA985       0201   3     40.00
WA985       0201   4     46.00
WA985       0201   5     39.00
WA985       0201   6     32.00
WA985       0201   7     30.00
WA985       0201   8     32.00
WA985       0201   9     27.00
WA985       0201  10     39.00
WA985       0201  11     39.00
WA985       0201  12     41.00
WA985       0201  13     37.00
WA985       0201  14     41.00
WA985       0201  15     40.00
WA985       0201  16     38.00
WA985       0201  17     48.00
WA985       0201  18     46.00
WA985       0201  19     48.00
WA985       0201  20     46.00
WA985       0201  21     47.00
WA985       0201  22     45.00
WA985       0201  23     35.00
WA985       0201  24     42.00
WA985       0201  25     44.00
WA985       0201  26     40.00
WA985       0201  27     37.00
WA985       0201  28     42.00
WA985       0301   1     48.00
WA985       0301   2     41.00
WA985       0301   3     38.00
WA985       0301   4     45.00
WA985       0301   5     54.00
WA985       0301   6     54.00
WA985       0301   7     55.00
WA985       0301   8     49.00
WA985       0301   9     41.00
WA985       0301  10     45.00
WA985       0301  11     46.00
WA985       0301  12     51.00
WA985       0301  13     53.00
WA985       0301  14     46.00
WA985       0301  15     42.00
WA985       0301  16     39.00
WA985       0301  17     42.00
WA985       0301  18     48.00
WA985       0301  19     49.00
WA985       0301  20     48.00
WA985       0301  21     51.00
WA985       0301  22     58.00
WA985       0301  23     59.00
WA985       0301  24     62.00
WA985       0301  25     54.00
WA985       0301  26     44.00
WA985       0301  27     44.00
WA985       0301  28     48.00
WA985       0301  29     49.00
WA985       0301  30     46.00
WA985       0301  31     45.00
WA985       0401   1     47.00
WA985       0401   2     40.00
WA985       0401   3     35.00
WA985       0401   4     43.00
WA985       0401   5     50.00
WA985       0401   6     42.00
WA985       0401   7     35.00
WA985       0401   8     43.00
WA985       0401   9     45.00
WA985       0401  10     44.00
WA985       0401  11     41.00
WA985       0401  12     45.00
WA985       0401  13     41.00
WA985       0401  14     46.00
WA985       0401  15     54.00
WA985       0401  16     64.00
WA985       0401  17     60.00
WA985       0401  18     42.00
WA985       0401  19     45.00
WA985       0401  20     48.00
WA985       0401  21     50.00
WA985       0401  22     51.00
WA985       0401  23     54.00
WA985       0401  24     64.00
WA985       0401  25     69.00
WA985       0401  26     69.00
WA985       0401  27     68.00
WA985       0401  28     48.00
WA985       0401  29     49.00
WA985       0401  30     48.00
WA985       0501   1     46.00
WA985       0501   2     46.00
WA985       0501   3     55.00
WA985       0501   4     62.00
WA985       0501   5     50.00
WA985       0501   6     53.00
WA985       0501   7     62.00
WA985       0501   8     67.00
WA985       0501   9     61.00
WA985       0501  10     59.00
WA985       0501  11     70.00
WA985       0501  12     78.00
WA985       0501  13     61.00
WA985       0501  14     53.00
WA985       0501  15     55.00
WA985       0501  16     52.00
WA985       0501  17     54.00
WA985       0501  18     56.00
WA985       0501  19     62.00
WA985       0501  20     53.00
WA985       0501  21     65.00
WA985       0501  22     76.00
WA985       0501  23     82.00
WA985       0501  24     76.00
WA985       0501  25     72.00
WA985       0501  26     77.00
WA985       0501  27     74.00
WA985       0501  28     59.00
WA985       0501  29     56.00
WA985       0501  30     64.00
WA985       0501  31     72.00
WA985       0601   1     76.00
WA985       0601   2     51.00
WA985       0601   3     51.00
WA985       0601   4     51.00
WA985       0601   5     48.00
WA985       0601   6     59.00
WA985       0601   7     63.00
WA985       0601   8     69.00
WA985       0601   9     66.00
WA985       0601  10     56.00
WA985       0601  11     59.00
WA985       0601  12     49.00
WA985       0601  13     58.00
WA985       0601  14     63.00
WA985       0601  15     63.00
WA985       0601  16     69.00
WA985       0601  17     61.00
WA985       0601  18     63.00
WA985       0601  19     69.00
WA985       0601  20     77.00
WA985       0601  21     80.00
WA985       0601  22     77.00
WA985       0601  23     69.00
WA985       0601  24     60.00
WA985       0601  25     60.00
WA985       0601  26     68.00
WA985       0601  27     69.00
WA985       0601  28     63.00
WA985       0601  29     70.00
WA985       0601  30     76.00
WA985       0701   1     74.00
WA985       0701   2     78.00
WA985       0701   3     85.00
WA985       0701   4     89.00
WA985       0701   5     76.00
WA985       0701   6     72.00
WA985       0701   7     80.00
WA985       0701   8     83.00
WA985       0701   9     85.00
WA985       0701  10     85.00
WA985       0701  11     78.00
WA985       0701  12     79.00
WA985       0701  13     79.00
WA985       0701  14     77.00
WA985       0701  15     72.00
WA985       0701  16     59.00
WA985       0701  17     62.00
WA985       0701  18     64.00
WA985       0701  19     69.00
WA985       0701  20     71.00
WA985       0701  21     68.00
WA985       0701  22     71.00
WA985       0701  23     76.00
WA985       0701  24     79.00
WA985       0701  25     75.00
WA985       0701  26     77.00
WA985       0701  27     80.00
WA985       0701  28     66.00
WA985       0701  29     62.00
WA985       0701  30     57.00
WA985       0701  31     68.00
WA985       0801   1     78.00
WA985       0801   2     80.00
WA985       0801   3     80.00
WA985       0801   4     69.00
WA985       0801   5     81.00
WA985       0801   6     85.00
WA985       0801   7     81.00
WA985       0801   8     80.00
WA985       0801   9     84.00
WA985       0801  10     86.00
WA985       0801  11     87.00
WA985       0801  12     90.00
WA985       0801  13     87.00
WA985       0801  14     87.00
WA985       0801  15     88.00
WA985       0801  16     89.00
WA985       0801  17     86.00
WA985       0801  18     76.00
WA985       0801  19     69.00
WA985       0801  20     72.00
WA985       0801  21     73.00
WA985       0801  22     72.00
WA985       0801  23     66.00
WA985       0801  24     65.00
WA985       0801  25     76.00
WA985       0801  26     84.00
WA985       0801  27     80.00
WA985       0801  28     74.00
WA985       0801  29     79.00
WA985       0801  30     81.00
WA985       0801  31     76.00
WA985       0901   1     76.00
WA985       0901   2     72.00
WA985       0901   3     76.00
WA985       0901   4     74.00
WA985       0901   5     62.00
WA985       0901   6     66.00
WA985       0901   7     61.00
WA985       0901   8     68.00
WA985       0901   9     75.00
WA985       0901  10     78.00
WA985       0901  11     78.00
WA985       0901  12     81.00
WA985       0901  13     77.00
WA985       0901  14     80.00
WA985       0901  15     79.00
WA985       0901  16     75.00
WA985       0901  17     76.00
WA985       0901  18     71.00
WA985       0901  19     63.00
WA985       0901  20     71.00
WA985       0901  21     71.00
WA985       0901  22     74.00
WA985       0901  23     84.00
WA985       0901  24     80.00
WA985       0901  25     74.00
WA985       0901  26     66.00
WA985       0901  27     61.00
WA985       0901  28     56.00
WA985       0901  29     64.00
WA985       0901  30     71.00
WA985       1001   1     74.00
WA985       1001   2     69.00
WA985       1001   3     64.00
WA985       1001   4     59.00
WA985       1001   5     59.00
WA985       1001   6     62.00
WA985       1001   7     53.00
WA985       1001   8     53.00
WA985       1001   9     52.00
WA985       1001  10     53.00
WA985       1001  11     46.00
WA985       1001  12     53.00
WA985       1001  13     55.00
WA985       1001  14     52.00
WA985       1001  15     59.00
WA985       1001  16     68.00
WA985       1001  17     51.00
WA985       1001  18     51.00
WA985       1001  19     58.00
WA985       1001  20     51.00
WA985       1001  21     51.00
WA985       1001  22     50.00
WA985       1001  23     43.00
WA985       1001  24     45.00
WA985       1001  25     51.00
WA985       1001  26     64.00
WA985       1001  27     63.00
WA985       1001  28     45.00
WA985       1001  29     54.00
WA985       1001  30     51.00
WA985       1001  31     47.00
WA985       1101   1     46.00
WA985       1101   2     53.00
WA985       1101   3     62.00
WA985       1101   4     64.00
WA985       1101   5     54.00
WA985       1101   6     40.00
WA985       1101   7     43.00
WA985       1101   8     55.00
WA985       1101   9     59.00
WA985       1101  10     59.00
WA985       1101  11     59.00
WA985       1101  12     60.00
WA985       1101  13     56.00
WA985       1101  14     52.00
WA985       1101  15     59.00
WA985       1101  16     52.00
WA985       1101  17     44.00
WA985       1101  18     47.00
WA985       1101  19     54.00
WA985       1101  20     52.00
WA985       1101  21     46.00
WA985       1101  22     45.00
WA985       1101  23     40.00
WA985       1101  24     34.00
WA985       1101  25     35.00
WA985       1101  26     41.00
WA985       1101  27     36.00
WA985       1101  28     38.00
WA985       1101  29     38.00
WA985       1101  30     35.00
WA985       1201   1     40.00
WA985       1201   2     40.00
WA985       1201   3     38.00
WA985       1201   4     34.00
WA985       1201   5     34.00
WA985       1201   6     39.00
WA985       1201   7     45.00
WA985       1201   8     45.00
WA985       1201   9     38.00
WA985       1201  10     34.00
WA985       1201  11     33.00
WA985       1201  12     39.00
WA985       1201  13     42.00
WA985       1201  14     40.00
WA985       1201  15     36.00
WA985       1201  16     42.00
WA985       1201  17     38.00
WA985       1201  18     35.00
WA985       1201  19     42.00
WA985       1201  20     47.00
WA985       1201  21     33.00
WA985       1201  22     46.00
WA985       1201  23     40.00
WA985       1201  24     43.00
WA985       1201  25     37.00
WA985       1201  26     33.00
WA985       1201  27     43.00
WA985       1201  28     44.00
WA985       1201  29     46.00
WA985       1201  30     46.00
WA985       1201  31     37.00
WA985       0102   1     47.00
WA985       0102   2     45.00
WA985       0102   3     40.00
WA985       0102   4     44.00
WA985       0102   5     42.00
WA985       0102   6     47.00
WA985       0102   7     52.00
WA985       0102   8     51.00
WA985       0102   9     45.00
WA985       0102  10     46.00
WA985       0102  11     50.00
WA985       0102  12     49.00
WA985       0102  13     38.00
WA985       0102  14     31.00
WA985       0102  15     34.00
WA985       0102  16     35.00
WA985       0102  17     29.00
WA985       0102  18     35.00
WA985       0102  19     38.00
WA985       0102  20     39.00
WA985       0102  21     37.00
WA985       0102  22     32.00
WA985       0102  23     38.00
WA985       0102  24     39.00
WA985       0102  25     40.00
WA985       0102  26     34.00
WA985       0102  27     35.00
WA985       0102  28     36.00
WA985       0102  29     29.00
WA985       0102  30     33.00
WA985       0102  31     37.00
WA985       0202   1     40.00
WA985       0202   2     44.00
WA985       0202   3     38.00
WA985       0202   4     44.00
WA985       0202   5     47.00
WA985       0202   6     47.00
WA985       0202   7     40.00
WA985       0202   8     37.00
WA985       0202   9     44.00
WA985       0202  10     49.00
WA985       0202  11     40.00
WA985       0202  12     42.00
WA985       0202  13     45.00
WA985       0202  14     39.00
WA985       0202  15     47.00
WA985       0202  16     53.00
WA985       0202  17     49.00
WA985       0202  18     46.00
WA985       0202  19     43.00
WA985       0202  20     44.00
WA985       0202  21     47.00
WA985       0202  22     53.00
WA985       0202  23     53.00
WA985       0202  24     38.00
WA985       0202  25     28.00
WA985       0202  26     31.00
WA985       0202  27     36.00
WA985       0202  28     32.00
WA985       0302   1     31.00
WA985       0302   2     35.00
WA985       0302   3     41.00
WA985       0302   4     48.00
WA985       0302   5     42.00
WA985       0302   6     41.00
WA985       0302   7     33.00
WA985       0302   8     31.00
WA985       0302   9     37.00
WA985       0302  10     45.00
WA985       0302  11     47.00
WA985       0302  12     42.00
WA985       0302  13     39.00
WA985       0302  14     41.00
WA985       0302  15     37.00
WA985       0302  16     35.00
WA985       0302  17     32.00
WA985       0302  18     33.00
WA985       0302  19     43.00
WA985       0302  20     42.00
WA985       0302  21     33.00
WA985       0302  22     46.00
WA985       0302  23     42.00
WA985       0302  24     38.00
WA985       0302  25     44.00
WA985       0302  26     52.00
WA985       0302  27     45.00
WA985       0302  28     47.00
WA985       0302  29     47.00
WA985       0302  30     51.00
WA985       0302  31     61.00
WA985       0402   1     46.00
WA985       0402   2     44.00
WA985       0402   3     50.00
WA985       0402   4     56.00
WA985       0402   5     62.00
WA985       0402   6     52.00
WA985       0402   7     52.00
WA985       0402   8     54.00
WA985       0402   9     51.00
WA985       0402  10     53.00
WA985       0402  11     56.00
WA985       0402  12     57.00
WA985       0402  13     63.00
WA985       0402  14     52.00
WA985       0402  15     44.00
WA985       0402  16     41.00
WA985       0402  17     42.00
WA985       0402  18     46.00
WA985       0402  19     50.00
WA985       0402  20     53.00
WA985       0402  21     57.00
WA985       0402  22     57.00
WA985       0402  23     42.00
WA985       0402  24     50.00
WA985       0402  25     56.00
WA985       0402  26     48.00
WA985       0402  27     44.00
WA985       0402  28     53.00
WA985       0402  29     57.00
WA985       0402  30     59.00
WA985       0502   1     57.00
WA985       0502   2     63.00
WA985       0502   3     50.00
WA985       0502   4     53.00
WA985       0502   5     46.00
WA985       0502   6     44.00
WA985       0502   7     38.00
WA985       0502   8     46.00
WA985       0502   9     48.00
WA985       0502  10     51.00
WA985       0502  11     58.00
WA985       0502  12     65.00
WA985       0502  13     69.00
WA985       0502  14     55.00
WA985       0502  15     55.00
WA985       0502  16     60.00
WA985       0502  17     57.00
WA985       0502  18     64.00
WA985       0502  19     68.00
WA985       0502  20     50.00
WA985       0502  21     53.00
WA985       0502  22     50.00
WA985       0502  23     51.00
WA985       0502  24     61.00
WA985       0502  25     64.00
WA985       0502  26     64.00
WA985       0502  27     67.00
WA985       0502  28     67.00
WA985       0502  29     68.00
WA985       0502  30     63.00
WA985       0502  31     65.00
WA985       0602   1     57.00
WA985       0602   2     63.00
WA985       0602   3     66.00
WA985       0602   4     67.00
WA985       0602   5     67.00
WA985       0602   6     59.00
WA985       0602   7     52.00
WA985       0602   8     44.00
WA985       0602   9     46.00
WA985       0602  10     56.00
WA985       0602  11     67.00
WA985       0602  12     71.00
WA985       0602  13     75.00
WA985       0602  14     77.00
WA985       0602  15     79.00
WA985       0602  16     76.00
WA985       0602  17     62.00
WA985       0602  18     57.00
WA985       0602  19     62.00
WA985       0602  20     70.00
WA985       0602  21     73.00
WA985       0602  22     76.00
WA985       0602  23     70.00
WA985       0602  24     73.00
WA985       0602  25     79.00
WA985       0602  26     87.00
WA985       0602  27     82.00
WA985       0602  28     73.00
WA985       0602  29     66.00
WA985       0602  30     68.00
WA985       0702   1     65.00
WA985       0702   2     72.00
WA985       0702   3     71.00
WA985       0702   4     63.00
WA985       0702   5     69.00
WA985       0702   6     79.00
WA985       0702   7     82.00
WA985       0702   8     70.00
WA985       0702   9     77.00
WA985       0702  10     90.00
WA985       0702  11     93.00
WA985       0702  12     95.00
WA985       0702  13     94.00
WA985       0702  14     80.00
WA985       0702  15     82.00
WA985       0702  16     85.00
WA985       0702  17     83.00
WA985       0702  18     83.00
WA985       0702  19     74.00
WA985       0702  20     77.00
WA985       0702  21     81.00
WA985       0702  22     85.00
WA985       0702  23     87.00
WA985       0702  24     87.00
WA985       0702  25     80.00
WA985       0702  26     78.00
WA985       0702  27     74.00
WA985       0702  28     80.00
WA985       0702  29     80.00
WA985       0702  30     80.00
WA985       0702  31     69.00
WA985       0802   1     77.00
WA985       0802   2     73.00
WA985       0802   3     75.00
WA985       0802   4     64.00
WA985       0802   5     63.00
WA985       0802   6     59.00
WA985       0802   7     64.00
WA985       0802   8     71.00
WA985       0802   9     79.00
WA985       0802  10     83.00
WA985       0802  11     74.00
WA985       0802  12     77.00
WA985       0802  13     86.00
WA985       0802  14     82.00
WA985       0802  15     81.00
WA985       0802  16     73.00
WA985       0802  17     80.00
WA985       0802  18     74.00
WA985       0802  19     75.00
WA985       0802  20     66.00
WA985       0802  21     59.00
WA985       0802  22     65.00
WA985       0802  23     73.00
WA985       0802  24     73.00
WA985       0802  25     73.00
WA985       0802  26     69.00
WA985       0802  27     74.00
WA985       0802  28     79.00
WA985       0802  29     74.00
WA985       0802  30     74.00
WA985       0802  31     74.00
WA985       0902   1     74.00
WA985       0902   2     77.00
WA985       0902   3     70.00
WA985       0902   4     66.00
WA985       0902   5     64.00
WA985       0902   6     65.00
WA985       0902   7     56.00
WA985       0902   8     63.00
WA985       0902   9     69.00
WA985       0902  10     78.00
WA985       0902  11     81.00
WA985       0902  12     82.00
WA985       0902  13     80.00
WA985       0902  14     88.00
WA985       0902  15     80.00
WA985       0902  16     65.00
WA985       0902  17     56.00
WA985       0902  18     63.00
WA985       0902  19     75.00
WA985       0902  20     60.00
WA985       0902  21     62.00
WA985       0902  22     68.00
WA985       0902  23     73.00
WA985       0902  24     68.00
WA985       0902  25     66.00
WA985       0902  26     65.00
WA985       0902  27     57.00
WA985       0902  28     63.00
WA985       0902  29     57.00
WA985       0902  30     50.00
WA985       1002   1     49.00
WA985       1002   2     54.00
WA985       1002   3     51.00
WA985       1002   4     52.00
WA985       1002   5     59.00
WA985       1002   6     64.00
WA985       1002   7     65.00
WA985       1002   8     62.00
WA985       1002   9     61.00
WA985       1002  10     52.00
WA985       1002  11     47.00
WA985       1002  12     51.00
WA985       1002  13     59.00
WA985       1002  14     58.00
WA985       1002  15     60.00
WA985       1002  16     60.00
WA985       1002  17     64.00
WA985       1002  18     61.00
WA985       1002  19     60.00
WA985       1002  20     57.00
WA985       1002  21     57.00
WA985       1002  22     54.00
WA985       1002  23     48.00
WA985       1002  24     48.00
WA985       1002  25     51.00
WA985       1002  26     49.00
WA985       1002  27     46.00
WA985       1002  28     45.00
WA985       1002  29     37.00
WA985       1002  30     29.00
WA985       1002  31     30.00
WA985       1102   1     39.00
