$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       1203  24     24.00
WA711       1203  25     18.00
WA711       1203  26      7.00
WA711       1203  27      6.00
WA711       1203  28      7.00
WA711       1203  29      3.00
WA711       1203  30      4.00
WA711       1203  31      6.00
WA711       0104   1      7.00
WA711       0104   2      9.00
WA711       0104   3    -12.00
WA711       0104   4    -17.00
WA711       0104   5    -13.00
WA711       0104   6     -7.00
WA711       0104   7     -1.00
WA711       0104   8      8.00
WA711       0104   9     21.00
WA711       0104  10     26.00
WA711       0104  11     24.00
WA711       0104  12     22.00
WA711       0104  13     25.00
WA711       0104  14     27.00
WA711       0104  15     28.00
WA711       0104  16     20.00
WA711       0104  17     21.00
WA711       0104  18     24.00
WA711       0104  19     24.00
WA711       0104  20     20.00
WA711       0104  21     18.00
WA711       0104  22     20.00
WA711       0104  23     21.00
WA711       0104  24     19.00
WA711       0104  25     17.00
WA711       0104  26     18.00
WA711       0104  27     26.00
WA711       0104  28     27.00
WA711       0104  29     29.00
WA711       0104  30     22.00
WA711       0104  31     17.00
WA711       0204   1     15.00
WA711       0204   2     17.00
WA711       0204   3     19.00
WA711       0204   4     21.00
WA711       0204   5     13.00
WA711       0204   6     17.00
WA711       0204   7     19.00
WA711       0204   8     20.00
WA711       0204   9     18.00
WA711       0204  10     22.00
WA711       0204  11     22.00
WA711       0204  12     18.00
WA711       0204  13     17.00
WA711       0204  14     20.00
WA711       0204  15     20.00
WA711       0204  16     20.00
WA711       0204  17     20.00
WA711       0204  18     24.00
WA711       0204  19     25.00
WA711       0204  20     20.00
WA711       0204  21     19.00
WA711       0204  22     19.00
WA711       0204  23     21.00
WA711       0204  24     23.00
WA711       0204  25     16.00
WA711       0204  26     22.00
WA711       0204  27     26.00
WA711       0204  28     27.00
WA711       0204  29     23.00
WA711       0304   1     21.00
WA711       0304   2     16.00
WA711       0304   3     16.00
WA711       0304   4     16.00
WA711       0304   5     17.00
WA711       0304   6     19.00
WA711       0304   7     24.00
WA711       0304   8     33.00
WA711       0304   9     27.00
WA711       0304  10     25.00
WA711       0304  11     27.00
WA711       0304  12     27.00
WA711       0304  13     23.00
WA711       0304  14     26.00
WA711       0304  15     25.00
WA711       0304  16     28.00
WA711       0304  17     30.00
WA711       0304  18     22.00
WA711       0304  19     16.00
WA711       0304  20     16.00
WA711       0304  21     30.00
WA711       0304  22     32.00
WA711       0304  23     30.00
WA711       0304  24     25.00
WA711       0304  25     22.00
WA711       0304  26     26.00
WA711       0304  27     27.00
WA711       0304  28     22.00
WA711       0304  29     29.00
WA711       0304  30     24.00
WA711       0304  31     20.00
WA711       0404   1     22.00
WA711       0404   2     23.00
WA711       0404   3     32.00
WA711       0404   4     31.00
WA711       0404   5     29.00
WA711       0404   6     30.00
WA711       0404   7     30.00
WA711       0404   8     30.00
WA711       0404   9     29.00
WA711       0404  10     31.00
WA711       0404  11     33.00
WA711       0404  12     35.00
WA711       0404  13     33.00
WA711       0404  14     27.00
WA711       0404  15     26.00
WA711       0404  16     25.00
WA711       0404  17     27.00
WA711       0404  18     29.00
WA711       0404  19     26.00
WA711       0404  20     28.00
WA711       0404  21     25.00
WA711       0404  22     29.00
WA711       0404  23     29.00
WA711       0404  24     28.00
WA711       0404  25     29.00
WA711       0404  26     34.00
WA711       0404  27     28.00
WA711       0404  28     28.00
WA711       0404  29     30.00
WA711       0404  30     34.00
WA711       0504   1     37.00
WA711       0504   2     33.00
WA711       0504   3     33.00
WA711       0504   4     32.00
WA711       0504   5     28.00
WA711       0504   6     28.00
WA711       0504   7     34.00
WA711       0504   8     34.00
WA711       0504   9     32.00
WA711       0504  10     32.00
WA711       0504  11     30.00
WA711       0504  12     30.00
WA711       0504  13     30.00
WA711       0504  14     31.00
WA711       0504  15     32.00
WA711       0504  16     34.00
WA711       0504  17     34.00
WA711       0504  18     35.00
WA711       0504  19     37.00
WA711       0504  20     36.00
WA711       0504  21     36.00
WA711       0504  22     33.00
WA711       0504  23     34.00
WA711       0504  24     34.00
WA711       0504  25     33.00
WA711       0504  26     36.00
WA711       0504  27     33.00
WA711       0504  28     33.00
WA711       0504  29   -999.00
WA711       0504  30     32.00
WA711       0504  31   -999.00
WA711       0604   1   -146.00
WA711       0604   2   -146.00
WA711       0604   3   -146.00
WA711       0604   4   -146.00
WA711       0604   5   -146.00
WA711       0604   6   -146.00
WA711       0604   7   -146.00
WA711       0604   8   -146.00
WA711       0604   9   -146.00
WA711       0604  10   -146.00
WA711       0604  11   -146.00
WA711       0604  12     34.00
WA711       0604  13     35.00
WA711       0604  14     32.00
WA711       0604  15     32.00
WA711       0604  16     37.00
WA711       0604  17     42.00
WA711       0604  18     41.00
WA711       0604  19     41.00
WA711       0604  20     43.00
WA711       0604  21     50.00
WA711       0604  22     51.00
WA711       0604  23     49.00
WA711       0604  24     48.00
WA711       0604  25     47.00
WA711       0604  26     47.00
WA711       0604  27     44.00
WA711       0604  28     42.00
WA711       0604  29     45.00
WA711       0604  30     48.00
WA711       0704   1     45.00
WA711       0704   2     46.00
WA711       0704   3     46.00
WA711       0704   4     46.00
WA711       0704   5     45.00
WA711       0704   6     43.00
WA711       0704   7     36.00
WA711       0704   8     38.00
WA711       0704   9     39.00
WA711       0704  10     41.00
WA711       0704  11     40.00
WA711       0704  12     42.00
WA711       0704  13     51.00
WA711       0704  14     50.00
WA711       0704  15     51.00
WA711       0704  16     47.00
WA711       0704  17     53.00
WA711       0704  18     53.00
WA711       0704  19     50.00
WA711       0704  20     45.00
WA711       0704  21     52.00
WA711       0704  22     55.00
WA711       0704  23     53.00
WA711       0704  24     60.00
WA711       0704  25     50.00
WA711       0704  26     46.00
WA711       0704  27     48.00
WA711       0704  28     51.00
WA711       0704  29     51.00
WA711       0704  30     50.00
WA711       0704  31     52.00
WA711       0804   1     48.00
WA711       0804   2     48.00
WA711       0804   3     48.00
WA711       0804   4     46.00
WA711       0804   5     42.00
WA711       0804   6     41.00
WA711       0804   7     40.00
WA711       0804   8     42.00
WA711       0804   9     48.00
WA711       0804  10     52.00
WA711       0804  11     53.00
WA711       0804  12     56.00
WA711       0804  13     58.00
WA711       0804  14     59.00
WA711       0804  15     56.00
WA711       0804  16     51.00
WA711       0804  17     50.00
WA711       0804  18     50.00
WA711       0804  19     53.00
WA711       0804  20     51.00
WA711       0804  21     48.00
WA711       0804  22     44.00
WA711       0804  23     42.00
WA711       0804  24     42.00
WA711       0804  25   -999.00
WA711       0804  26     43.00
WA711       0804  27     44.00
WA711       0804  28     46.00
WA711       0804  29     49.00
WA711       0804  30     46.00
WA711       0804  31     48.00
WA711       0904   1     38.00
WA711       0904   2     38.00
WA711       0904   3     42.00
WA711       0904   4     42.00
WA711       0904   5     39.00
WA711       0904   6     39.00
WA711       0904   7     41.00
WA711       0904   8     43.00
WA711       0904   9     40.00
WA711       0904  10     37.00
WA711       0904  11     43.00
WA711       0904  12     37.00
WA711       0904  13     35.00
WA711       0904  14     37.00
WA711       0904  15     36.00
WA711       0904  16     39.00
WA711       0904  17     37.00
WA711       0904  18     34.00
WA711       0904  19     35.00
WA711       0904  20     35.00
WA711       0904  21     34.00
WA711       0904  22     41.00
WA711       0904  23     40.00
WA711       0904  24     39.00
WA711       0904  25     43.00
WA711       0904  26     42.00
WA711       0904  27     45.00
WA711       0904  28     46.00
WA711       0904  29     41.00
WA711       0904  30     35.00
WA711       1004   1     35.00
WA711       1004   2     41.00
WA711       1004   3     42.00
WA711       1004   4     41.00
WA711       1004   5     43.00
WA711       1004   6     39.00
WA711       1004   7     37.00
WA711       1004   8     39.00
WA711       1004   9     35.00
WA711       1004  10     34.00
WA711       1004  11     38.00
WA711       1004  12     40.00
WA711       1004  13     42.00
WA711       1004  14     44.00
WA711       1004  15     42.00
WA711       1004  16     37.00
WA711       1004  17     35.00
WA711       1004  18     32.00
WA711       1004  19     33.00
WA711       1004  20     32.00
WA711       1004  21     32.00
WA711       1004  22     31.00
WA711       1004  23     26.00
WA711       1004  24     25.00
WA711       1004  25     25.00
WA711       1004  26     30.00
WA711       1004  27     29.00
WA711       1004  28     31.00
WA711       1004  29     33.00
WA711       1004  30     29.00
WA711       1004  31     22.00
WA711       1104   1     23.00
WA711       1104   2     30.00
WA711       1104   3     24.00
WA711       1104   4     24.00
WA711       1104   5     30.00
WA711       1104   6     34.00
WA711       1104   7     35.00
WA711       1104   8     34.00
WA711       1104   9     34.00
WA711       1104  10     32.00
WA711       1104  11     30.00
WA711       1104  12     30.00
WA711       1104  13     31.00
WA711       1104  14     30.00
WA711       1104  15     27.00
WA711       1104  16     26.00
WA711       1104  17     20.00
WA711       1104  18     27.00
WA711       1104  19     24.00
WA711       1104  20     23.00
WA711       1104  21     26.00
WA711       1104  22     33.00
WA711       1104  23     31.00
WA711       1104  24     34.00
WA711       1104  25     28.00
WA711       1104  26     24.00
WA711       1104  27     19.00
WA711       1104  28     16.00
WA711       1104  29     19.00
WA711       1104  30     22.00
WA711       1204   1     22.00
WA711       1204   2     22.00
WA711       1204   3     28.00
WA711       1204   4     25.00
WA711       1204   5     19.00
WA711       1204   6     18.00
WA711       1204   7     22.00
WA711       1204   8     25.00
WA711       1204   9     23.00
WA711       1204  10     29.00
WA711       1204  11     19.00
WA711       1204  12     17.00
WA711       1204  13     26.00
WA711       1204  14     27.00
WA711       1204  15     29.00
WA711       1204  16     27.00
WA711       1204  17     30.00
WA711       1204  18     32.00
WA711       1204  19     28.00
WA711       1204  20     25.00
WA711       1204  21     25.00
WA711       1204  22     24.00
WA711       1204  23     23.00
WA711       1204  24     28.00
WA711       1204  25     24.00
WA711       1204  26     24.00
WA711       1204  27     25.00
WA711       1204  28     24.00
WA711       1204  29     27.00
WA711       1204  30     24.00
WA711       1204  31     23.00
WA711       0105   1     18.00
WA711       0105   2     14.00
WA711       0105   3     10.00
WA711       0105   4      7.00
WA711       0105   5     11.00
WA711       0105   6     13.00
WA711       0105   7     13.00
WA711       0105   8     13.00
WA711       0105   9      9.00
WA711       0105  10     11.00
WA711       0105  11      8.00
WA711       0105  12     19.00
WA711       0105  13      9.00
WA711       0105  14      2.00
WA711       0105  15      4.00
WA711       0105  16      9.00
WA711       0105  17     13.00
WA711       0105  18     34.00
WA711       0105  19     37.00
WA711       0105  20     36.00
WA711       0105  21     34.00
WA711       0105  22     35.00
WA711       0105  23     36.00
WA711       0105  24     35.00
WA711       0105  25     33.00
WA711       0105  26     33.00
WA711       0105  27     29.00
WA711       0105  28     28.00
WA711       0105  29     31.00
WA711       0105  30     31.00
WA711       0105  31     27.00
WA711       0205   1     26.00
WA711       0205   2     32.00
WA711       0205   3     34.00
WA711       0205   4     27.00
WA711       0205   5     17.00
WA711       0205   6     16.00
WA711       0205   7     19.00
WA711       0205   8     18.00
WA711       0205   9     22.00
WA711       0205  10     20.00
WA711       0205  11     22.00
WA711       0205  12     24.00
WA711       0205  13     19.00
WA711       0205  14     15.00
WA711       0205  15     12.00
WA711       0205  16     14.00
WA711       0205  17     17.00
WA711       0205  18     17.00
WA711       0205  19     16.00
WA711       0205  20     13.00
WA711       0205  21     21.00
WA711       0205  22     23.00
WA711       0205  23     27.00
WA711       0205  24     28.00
WA711       0205  25     30.00
WA711       0205  26     30.00
WA711       0205  27     29.00
WA711       0205  28     31.00
WA711       0305   1     31.00
WA711       0305   2     32.00
WA711       0305   3     28.00
WA711       0305   4     29.00
WA711       0305   5     31.00
WA711       0305   6     31.00
WA711       0305   7     33.00
WA711       0305   8     31.00
WA711       0305   9     33.00
WA711       0305  10     32.00
WA711       0305  11     35.00
WA711       0305  12     29.00
WA711       0305  13     29.00
WA711       0305  14     30.00
WA711       0305  15     29.00
WA711       0305  16     28.00
WA711       0305  17     28.00
WA711       0305  18     27.00
WA711       0305  19     25.00
WA711       0305  20     29.00
WA711       0305  21     21.00
WA711       0305  22     20.00
WA711       0305  23     20.00
WA711       0305  24     23.00
WA711       0305  25     28.00
WA711       0305  26     29.00
WA711       0305  27     29.00
WA711       0305  28     26.00
WA711       0305  29     26.00
WA711       0305  30     22.00
WA711       0305  31     22.00
WA711       0405   1     24.00
WA711       0405   2     22.00
WA711       0405   3     29.00
WA711       0405   4     20.00
WA711       0405   5     20.00
WA711       0405   6     31.00
WA711       0405   7     30.00
WA711       0405   8     25.00
WA711       0405   9     26.00
WA711       0405  10     23.00
WA711       0405  11     25.00
WA711       0405  12     20.00
WA711       0405  13     18.00
WA711       0405  14     26.00
WA711       0405  15     27.00
WA711       0405  16     28.00
WA711       0405  17     28.00
WA711       0405  18     30.00
WA711       0405  19     30.00
WA711       0405  20     33.00
WA711       0405  21     36.00
WA711       0405  22     38.00
WA711       0405  23     37.00
WA711       0405  24     38.00
WA711       0405  25     38.00
WA711       0405  26     40.00
WA711       0405  27     35.00
WA711       0405  28     31.00
WA711       0405  29     32.00
WA711       0405  30     33.00
WA711       0505   1     34.00
WA711       0505   2     36.00
WA711       0505   3     37.00
WA711       0505   4     37.00
WA711       0505   5     40.00
WA711       0505   6     38.00
WA711       0505   7     35.00
WA711       0505   8     37.00
WA711       0505   9     40.00
WA711       0505  10     39.00
WA711       0505  11     40.00
WA711       0505  12     40.00
WA711       0505  13     40.00
WA711       0505  14     42.00
WA711       0505  15     38.00
WA711       0505  16     35.00
WA711       0505  17     34.00
WA711       0505  18     36.00
WA711       0505  19     33.00
WA711       0505  20     32.00
WA711       0505  21     34.00
WA711       0505  22     33.00
WA711       0505  23     33.00
WA711       0505  24     35.00
WA711       0505  25     36.00
WA711       0505  26     41.00
WA711       0505  27     44.00
WA711       0505  28     49.00
WA711       0505  29     49.00
WA711       0505  30     48.00
WA711       0505  31     38.00
WA711       0605   1     38.00
WA711       0605   2     40.00
WA711       0605   3     37.00
WA711       0605   4     35.00
WA711       0605   5     34.00
WA711       0605   6     32.00
WA711       0605   7     38.00
WA711       0605   8     37.00
WA711       0605   9     35.00
WA711       0605  10     40.00
WA711       0605  11     37.00
WA711       0605  12     35.00
WA711       0605  13     38.00
WA711       0605  14     37.00
WA711       0605  15     35.00
WA711       0605  16     41.00
WA711       0605  17     41.00
WA711       0605  18     40.00
WA711       0605  19     39.00
WA711       0605  20     43.00
WA711       0605  21     49.00
WA711       0605  22     43.00
WA711       0605  23     38.00
WA711       0605  24     43.00
WA711       0605  25     43.00
WA711       0605  26     46.00
WA711       0605  27     45.00
WA711       0605  28     45.00
WA711       0605  29     46.00
WA711       0605  30     46.00
WA711       0705   1     42.00
WA711       0705   2     42.00
WA711       0705   3     40.00
WA711       0705   4     45.00
WA711       0705   5     47.00
WA711       0705   6     43.00
WA711       0705   7     39.00
WA711       0705   8     42.00
WA711       0705   9     40.00
WA711       0705  10     39.00
WA711       0705  11     40.00
WA711       0705  12     46.00
WA711       0705  13     44.00
WA711       0705  14     44.00
WA711       0705  15     47.00
WA711       0705  16     46.00
WA711       0705  17     44.00
WA711       0705  18     50.00
WA711       0705  19     46.00
WA711       0705  20     43.00
WA711       0705  21     44.00
WA711       0705  22     48.00
WA711       0705  23     44.00
WA711       0705  24     41.00
WA711       0705  25     46.00
WA711       0705  26     47.00
WA711       0705  27     50.00
WA711       0705  28     52.00
WA711       0705  29     47.00
WA711       0705  30     48.00
WA711       0705  31     49.00
WA711       0805   1     44.00
WA711       0805   2     40.00
WA711       0805   3     46.00
WA711       0805   4     50.00
WA711       0805   5     51.00
WA711       0805   6     52.00
WA711       0805   7     49.00
WA711       0805   8     49.00
WA711       0805   9     51.00
WA711       0805  10     48.00
WA711       0805  11     48.00
WA711       0805  12     47.00
WA711       0805  13     47.00
WA711       0805  14     49.00
WA711       0805  15     52.00
WA711       0805  16     50.00
WA711       0805  17     46.00
WA711       0805  18     40.00
WA711       0805  19     44.00
WA711       0805  20     49.00
WA711       0805  21     49.00
WA711       0805  22     46.00
WA711       0805  23     42.00
WA711       0805  24     40.00
WA711       0805  25     44.00
WA711       0805  26     48.00
WA711       0805  27     46.00
WA711       0805  28     47.00
WA711       0805  29     42.00
WA711       0805  30     40.00
WA711       0805  31     43.00
WA711       0905   1     43.00
WA711       0905   2     44.00
WA711       0905   3     42.00
WA711       0905   4     39.00
WA711       0905   5     36.00
WA711       0905   6     39.00
WA711       0905   7     42.00
WA711       0905   8     44.00
WA711       0905   9     38.00
WA711       0905  10     38.00
WA711       0905  11     41.00
WA711       0905  12     41.00
WA711       0905  13     39.00
WA711       0905  14     45.00
WA711       0905  15     42.00
WA711       0905  16     42.00
WA711       0905  17     42.00
WA711       0905  18     40.00
WA711       0905  19     40.00
WA711       0905  20     36.00
WA711       0905  21     32.00
WA711       0905  22     32.00
WA711       0905  23     30.00
WA711       0905  24     32.00
WA711       0905  25     38.00
WA711       0905  26     40.00
WA711       0905  27     40.00
WA711       0905  28     36.00
WA711       0905  29     41.00
WA711       0905  30     36.00
WA711       1005   1     33.00
WA711       1005   2     31.00
WA711       1005   3     34.00
WA711       1005   4     34.00
WA711       1005   5     36.00
WA711       1005   6     38.00
WA711       1005   7     33.00
WA711       1005   8     32.00
WA711       1005   9     32.00
WA711       1005  10     38.00
WA711       1005  11     35.00
WA711       1005  12     35.00
WA711       1005  13     35.00
WA711       1005  14     36.00
WA711       1005  15     38.00
WA711       1005  16     39.00
WA711       1005  17     42.00
WA711       1005  18     39.00
WA711       1005  19     42.00
WA711       1005  20     36.00
WA711       1005  21     36.00
WA711       1005  22     39.00
WA711       1005  23     38.00
WA711       1005  24     37.00
WA711       1005  25     37.00
WA711       1005  26     29.00
WA711       1005  27     28.00
WA711       1005  28     33.00
WA711       1005  29     30.00
WA711       1005  30     29.00
WA711       1005  31     31.00
WA711       1105   1     30.00
WA711       1105   2     29.00
WA711       1105   3     29.00
WA711       1105   4     27.00
WA711       1105   5     28.00
WA711       1105   6     26.00
WA711       1105   7     23.00
WA711       1105   8     20.00
WA711       1105   9     28.00
WA711       1105  10     29.00
WA711       1105  11     27.00
WA711       1105  12     24.00
WA711       1105  13     26.00
WA711       1105  14     18.00
WA711       1105  15     18.00
WA711       1105  16     30.00
WA711       1105  17     30.00
WA711       1105  18     33.00
WA711       1105  19     33.00
WA711       1105  20     33.00
WA711       1105  21     31.00
WA711       1105  22     31.00
WA711       1105  23     24.00
WA711       1105  24     20.00
WA711       1105  25     24.00
WA711       1105  26     20.00
WA711       1105  27     12.00
WA711       1105  28     11.00
WA711       1105  29     19.00
WA711       1105  30     13.00
WA711       1205   1     12.00
WA711       1205   2     17.00
WA711       1205   3     16.00
WA711       1205   4     13.00
WA711       1205   5     22.00
WA711       1205   6     19.00
WA711       1205   7     15.00
WA711       1205   8     12.00
WA711       1205   9     20.00
WA711       1205  10     28.00
WA711       1205  11     22.00
WA711       1205  12     23.00
WA711       1205  13     17.00
WA711       1205  14     14.00
WA711       1205  15     12.00
WA711       1205  16     15.00
WA711       1205  17     10.00
WA711       1205  18     10.00
WA711       1205  19     18.00
WA711       1205  20     21.00
WA711       1205  21     27.00
WA711       1205  22     29.00
WA711       1205  23     30.00
WA711       1205  24     31.00
WA711       1205  25     33.00
WA711       1205  26     30.00
WA711       1205  27     26.00
WA711       1205  28     26.00
WA711       1205  29     26.00
WA711       1205  30     26.00
WA711       1205  31     25.00
WA711       0106   1     26.00
WA711       0106   2     24.00
WA711       0106   3     21.00
WA711       0106   4     24.00
WA711       0106   5     27.00
WA711       0106   6     30.00
WA711       0106   7     29.00
WA711       0106   8     25.00
WA711       0106   9     26.00
WA711       0106  10     29.00
WA711       0106  11     28.00
WA711       0106  12     25.00
WA711       0106  13     27.00
WA711       0106  14     25.00
WA711       0106  15     20.00
WA711       0106  16     21.00
WA711       0106  17     23.00
WA711       0106  18     23.00
WA711       0106  19     24.00
WA711       0106  20     23.00
WA711       0106  21     20.00
WA711       0106  22     24.00
WA711       0106  23     30.00
WA711       0106  24     29.00
WA711       0106  25     26.00
WA711       0106  26     25.00
WA711       0106  27     23.00
WA711       0106  28     25.00
WA711       0106  29     25.00
WA711       0106  30     26.00
WA711       0106  31     24.00
WA711       0206   1     26.00
WA711       0206   2     28.00
WA711       0206   3     26.00
WA711       0206   4     27.00
WA711       0206   5     22.00
WA711       0206   6     24.00
WA711       0206   7     25.00
WA711       0206   8     21.00
WA711       0206   9     18.00
WA711       0206  10     13.00
WA711       0206  11     17.00
WA711       0206  12     22.00
WA711       0206  13     22.00
WA711       0206  14     10.00
WA711       0206  15      8.00
WA711       0206  16      7.00
WA711       0206  17      2.00
WA711       0206  18      2.00
WA711       0206  19      9.00
WA711       0206  20     14.00
WA711       0206  21     21.00
WA711       0206  22     26.00
WA711       0206  23     18.00
WA711       0206  24      8.00
WA711       0206  25      9.00
WA711       0206  26     19.00
WA711       0206  27     26.00
WA711       0206  28     23.00
WA711       0306   1     18.00
WA711       0306   2     23.00
WA711       0306   3     19.00
WA711       0306   4     19.00
WA711       0306   5     24.00
WA711       0306   6     26.00
WA711       0306   7     26.00
WA711       0306   8     22.00
WA711       0306   9     16.00
WA711       0306  10     12.00
WA711       0306  11     15.00
WA711       0306  12     13.00
WA711       0306  13     13.00
WA711       0306  14     22.00
WA711       0306  15     23.00
WA711       0306  16     24.00
WA711       0306  17     21.00
WA711       0306  18     18.00
WA711       0306  19     16.00
WA711       0306  20     27.00
WA711       0306  21     26.00
WA711       0306  22     29.00
WA711       0306  23     31.00
WA711       0306  24     29.00
WA711       0306  25     25.00
WA711       0306  26     23.00
WA711       0306  27     21.00
WA711       0306  28     28.00
WA711       0306  29     26.00
WA711       0306  30     30.00
WA711       0306  31     30.00
WA711       0406   1     30.00
WA711       0406   2     24.00
WA711       0406   3     33.00
WA711       0406   4     31.00
WA711       0406   5     31.00
WA711       0406   6     29.00
WA711       0406   7     28.00
WA711       0406   8     33.00
WA711       0406   9     32.00
WA711       0406  10     32.00
WA711       0406  11     30.00
WA711       0406  12     29.00
WA711       0406  13     29.00
WA711       0406  14     25.00
WA711       0406  15     23.00
WA711       0406  16     22.00
WA711       0406  17     22.00
WA711       0406  18     23.00
WA711       0406  19     29.00
WA711       0406  20     33.00
WA711       0406  21     27.00
WA711       0406  22     26.00
WA711       0406  23     28.00
WA711       0406  24     32.00
WA711       0406  25     34.00
WA711       0406  26     32.00
WA711       0406  27     33.00
WA711       0406  28     36.00
WA711       0406  29     28.00
WA711       0406  30     27.00
WA711       0506   1     24.00
WA711       0506   2     22.00
WA711       0506   3     29.00
WA711       0506   4     33.00
WA711       0506   5     35.00
WA711       0506   6     33.00
WA711       0506   7     31.00
WA711       0506   8     24.00
WA711       0506   9     23.00
WA711       0506  10     31.00
WA711       0506  11     34.00
WA711       0506  12     28.00
WA711       0506  13     27.00
WA711       0506  14     34.00
WA711       0506  15     39.00
WA711       0506  16     43.00
WA711       0506  17     44.00
WA711       0506  18     43.00
WA711       0506  19     41.00
WA711       0506  20     35.00
WA711       0506  21     34.00
WA711       0506  22     37.00
WA711       0506  23     34.00
WA711       0506  24     36.00
WA711       0506  25     35.00
WA711       0506  26     35.00
WA711       0506  27     35.00
WA711       0506  28     36.00
WA711       0506  29     35.00
WA711       0506  30     33.00
WA711       0506  31     38.00
WA711       0606   1     39.00
WA711       0606   2     39.00
WA711       0606   3     37.00
WA711       0606   4     39.00
WA711       0606   5     39.00
WA711       0606   6     38.00
WA711       0606   7     40.00
WA711       0606   8     38.00
WA711       0606   9     38.00
WA711       0606  10     38.00
WA711       0606  11     39.00
WA711       0606  12     40.00
WA711       0606  13     41.00
WA711       0606  14     40.00
WA711       0606  15     38.00
WA711       0606  16     38.00
WA711       0606  17     37.00
WA711       0606  18     35.00
WA711       0606  19     38.00
WA711       0606  20     37.00
WA711       0606  21     38.00
WA711       0606  22     39.00
WA711       0606  23     37.00
WA711       0606  24     44.00
WA711       0606  25     49.00
WA711       0606  26     53.00
WA711       0606  27     52.00
WA711       0606  28     46.00
WA711       0606  29     44.00
WA711       0606  30     49.00
WA711       0706   1     48.00
WA711       0706   2     49.00
WA711       0706   3     53.00
WA711       0706   4     54.00
WA711       0706   5     51.00
WA711       0706   6     43.00
WA711       0706   7     38.00
WA711       0706   8     46.00
WA711       0706   9     52.00
WA711       0706  10     49.00
WA711       0706  11     45.00
WA711       0706  12     44.00
WA711       0706  13     43.00
WA711       0706  14     42.00
WA711       0706  15     43.00
WA711       0706  16     43.00
WA711       0706  17     44.00
WA711       0706  18     43.00
WA711       0706  19     44.00
WA711       0706  20     47.00
WA711       0706  21     57.00
WA711       0706  22     61.00
WA711       0706  23     60.00
WA711       0706  24     56.00
WA711       0706  25     53.00
WA711       0706  26     51.00
WA711       0706  27     51.00
WA711       0706  28     46.00
WA711       0706  29     44.00
WA711       0706  30     39.00
WA711       0706  31     36.00
WA711       0806   1     42.00
WA711       0806   2     40.00
WA711       0806   3     44.00
WA711       0806   4     44.00
WA711       0806   5     45.00
WA711       0806   6     49.00
WA711       0806   7     50.00
WA711       0806   8     51.00
WA711       0806   9     47.00
WA711       0806  10     46.00
WA711       0806  11     42.00
WA711       0806  12     43.00
WA711       0806  13     44.00
WA711       0806  14     49.00
WA711       0806  15     46.00
WA711       0806  16     49.00
WA711       0806  17     48.00
WA711       0806  18     48.00
WA711       0806  19     51.00
WA711       0806  20     50.00
WA711       0806  21     54.00
WA711       0806  22     47.00
WA711       0806  23     43.00
WA711       0806  24     45.00
WA711       0806  25     44.00
WA711       0806  26     49.00
WA711       0806  27     49.00
WA711       0806  28     52.00
WA711       0806  29     39.00
WA711       0806  30     37.00
WA711       0806  31     35.00
WA711       0906   1     41.00
WA711       0906   2     45.00
WA711       0906   3     52.00
WA711       0906   4     57.00
WA711       0906   5     52.00
WA711       0906   6     51.00
WA711       0906   7     48.00
WA711       0906   8     49.00
WA711       0906   9     41.00
WA711       0906  10     40.00
WA711       0906  11     45.00
WA711       0906  12     46.00
WA711       0906  13     35.00
WA711       0906  14     34.00
WA711       0906  15     34.00
WA711       0906  16     34.00
WA711       0906  17     32.00
WA711       0906  18     41.00
WA711       0906  19     40.00
WA711       0906  20     39.00
WA711       0906  21     35.00
WA711       0906  22     36.00
WA711       0906  23     40.00
WA711       0906  24     41.00
WA711       0906  25     42.00
WA711       0906  26     47.00
WA711       0906  27     46.00
WA711       0906  28     47.00
WA711       0906  29     45.00
WA711       0906  30     38.00
WA711       1006   1     35.00
WA711       1006   2     33.00
WA711       1006   3     36.00
WA711       1006   4     36.00
WA711       1006   5     42.00
WA711       1006   6     36.00
WA711       1006   7     29.00
WA711       1006   8     32.00
WA711       1006   9     31.00
WA711       1006  10     36.00
WA711       1006  11     42.00
WA711       1006  12     44.00
WA711       1006  13     43.00
WA711       1006  14     42.00
WA711       1006  15     38.00
WA711       1006  16     35.00
WA711       1006  17     33.00
WA711       1006  18     34.00
WA711       1006  19     36.00
WA711       1006  20     32.00
WA711       1006  21     32.00
WA711       1006  22     32.00
WA711       1006  23     32.00
WA711       1006  24     31.00
WA711       1006  25     31.00
WA711       1006  26     31.00
WA711       1006  27     37.00
WA711       1006  28     34.00
WA711       1006  29     20.00
WA711       1006  30     14.00
WA711       1006  31     15.00
WA711       1106   1     19.00
WA711       1106   2     23.00
WA711       1106   3     25.00
WA711       1106   4     34.00
WA711       1106   5     34.00
WA711       1106   6     35.00
WA711       1106   7     33.00
WA711       1106   8     28.00
WA711       1106   9     28.00
WA711       1106  10     27.00
WA711       1106  11     26.00
WA711       1106  12     28.00
WA711       1106  13     27.00
WA711       1106  14     22.00
WA711       1106  15     27.00
WA711       1106  16     22.00
WA711       1106  17     21.00
WA711       1106  18     26.00
WA711       1106  19     25.00
WA711       1106  20     25.00
